year,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
1920,0.6312422636103152,0.5157501432664761,0.41869957020057297,0.3542185440401148,0.2160492836676219,0.0829836676217765,0.4982100286532953
1921,0.8621051282051285,0.43217051282051294,0.2411363461538462,0.3371582873717948,0.2052185897435897,0.07895192307692306,0.3782756410256409
1922,0.8289338842975207,0.5756198347107437,0.2261726446280992,0.25477550206611577,0.25666198347107444,0.4643677685950414,0.5711900826446279
1923,0.9572467913513516,0.5773405405405401,0.2624064864864865,0.3717327250270269,0.2274621621621621,0.09394864864864867,0.6254924324324328
1924,0.9401998601694928,0.5498940677966102,0.3443466101694912,0.5817009136440676,0.23521906779661,0.092089406779661,0.6637254237288138
1925,0.962701648745521,0.5748745519713262,0.2780860215053763,0.4201959369892471,0.2372068100358422,0.11166845878136207,0.6211870967741934
1926,0.6663868848758487,0.5969149736644092,0.21050642588412327,0.33609341770504125,0.2320212942061703,0.4779189616252817,0.4370937622272383
1927,0.9158258200000028,0.6559293333333329,0.2679021333333333,0.32099203556,0.17738653333333335,0.26191533333333306,0.6696757333333335
1928,0.9391407145098026,0.5349066666666661,0.2088558196078431,0.4909548132156862,0.17465733333333328,0.15864533333333336,0.4974123137254902
1929,0.6010148370136718,0.6478398527865401,0.2419077812828597,0.2154050868243956,0.2359770767613036,0.4904637223974763,0.6368048370136701
1930,0.9356248883881172,0.5197101802757159,0.33485984093319204,0.35186930079003176,0.22063483563096506,0.12019793213149516,0.6160890774125142
1931,0.8331824380165301,0.5948927685950423,0.2347364493801655,0.22192114648760364,0.2272462809917355,0.4527522727272729,0.5128472107438018
1932,0.7733629156010245,0.6022140664961636,0.27836227621483395,0.15546704255754482,0.21875447570332496,0.41988734015345264,0.5988533248081837
1933,0.8908802495726501,0.5700692307692304,0.2867542735042735,0.18238781868945853,0.20972108262108247,0.09092806267806268,0.5986485754985753
1934,0.888513707216495,0.529168384879725,0.2635702749140894,0.2761651393814437,0.21272680412371134,0.10207130584192432,0.5588060137457049
1935,0.7794678283151818,0.5549970531710451,0.24662291479820625,0.22365544707238946,0.2296258167841127,0.3550445227418322,0.5445181934657274
1936,0.6019832632999995,0.6233780500000001,0.2640076749500002,0.11850880667999993,0.21355614999999967,0.6271309499999987,0.5612937999999996
1937,0.8655405612708025,0.5426403933434191,0.3105124508320725,0.3286776088048414,0.22534009077155825,0.08578350983358546,0.5850388804841145
1938,0.9136303530546632,0.48051045016077204,0.2812483922829584,0.37636335974276536,0.2360196141479098,0.09528697749196152,0.5146599839228292
1939,0.9090123100000008,0.5136558000000002,0.2848278000000002,0.28158795441000023,0.24085729999999994,0.12867819999999994,0.5612246999999995
1940,0.8465204781704744,0.5254509875259874,0.3122784251559252,0.3229132917099791,0.2624801975051977,0.2457615384615385,0.6221963825363829
1941,0.8946919855222363,0.4810745604963815,0.2654865253360909,0.4427099635367114,0.20159855222337106,0.09181220268872828,0.4806512926577037
1942,0.8536987646363056,0.4650137196924897,0.2554481194559435,0.3938495491070367,0.21241129509166132,0.08398143110585449,0.4781145476049686
1943,0.9030772355742333,0.4550971988795515,0.2798906582633053,0.4100970037254907,0.2398495798319331,0.10559019607843136,0.4953791316526606
1944,0.9082415045395608,0.5025696498054477,0.2526620881971467,0.4509160582230864,0.2368885862516212,0.17254306095979233,0.5419750972762646
1945,0.7113860130000009,0.5178561500000012,0.2254125705000001,0.2749280698699996,0.2033342000000001,0.3017135499999997,0.4914163
1946,0.9206274223245068,0.4151410817031068,0.22236073647871105,0.4867359873647865,0.21050316455696225,0.0885256041426929,0.4007510932105872
1947,0.9156553832938352,0.4721039099526072,0.2629551777251187,0.3512090884182467,0.22344502369668234,0.10022861374407584,0.5091807464454978
1948,0.9229491499999952,0.4627362500000003,0.2414835490000002,0.3618871379399996,0.2187986499999996,0.16078170000000028,0.4622106500000003
1949,0.9070877949999956,0.4440308999999995,0.2472140149999996,0.2987586894049996,0.2095805000000004,0.10339205000000004,0.43433360000000026
1950,0.8228144005999973,0.5290370500000003,0.30353605000000045,0.2116878559149997,0.22493150000000026,0.2504793500000001,0.5570353999999995
1951,0.9003344356499973,0.4614230999999999,0.25727004000000003,0.3032900804900004,0.21953989999999998,0.10735124999999997,0.44362545
1952,0.8755217394999967,0.45602120000000007,0.2556151100000002,0.28386363184000024,0.2338555499999999,0.13780309999999982,0.4429670620499996
1953,0.8917467414999969,0.44083370000000005,0.2674182099999997,0.3146247884099999,0.2214423999999999,0.09259075000000004,0.43225100000000016
1954,0.8674129972999983,0.4603712499999994,0.2635610349999999,0.2913203831600004,0.2160078,0.10324314999999984,0.4472911499999997
1955,0.8491544579549977,0.4863890999999999,0.2883765949999996,0.2297107907100001,0.22401234999999967,0.09799290000000016,0.4693549500000002
1956,0.8234554899999978,0.4892960500000006,0.3026952100000004,0.2321064170750001,0.1840064000000007,0.06287684999999993,0.5086227499999999
1957,0.7937751000000021,0.5036533999999999,0.2938097549999997,0.20377219364,0.1862875999999999,0.06757559999999994,0.5109486000000003
1958,0.7774467449999998,0.4781315499999994,0.3088676800000003,0.18986254418499987,0.2026458500000005,0.057619099999999875,0.4903349500000001
1959,0.7849092200000009,0.4797628500000005,0.3122101900000001,0.1838199089899998,0.19251640000000025,0.06436665000000008,0.478257100000001
1960,0.7682544230000004,0.4820517000000005,0.3393798000000001,0.18165535376999992,0.20775540000000028,0.06495709999999995,0.5190262500000005
1961,0.7581470750000001,0.4877147500000002,0.33607667399999924,0.2653712692050001,0.2076433499999996,0.059272099999999925,0.5073552999999997
1962,0.7259418515000001,0.4907443999999994,0.3660735799999996,0.17120907309000016,0.20179070000000027,0.05652564999999999,0.5415934000000002
1963,0.7181344800000005,0.4840931499999999,0.3734276849999997,0.199600886445,0.20455155000000008,0.05160554999999998,0.5399190500000004
1964,0.6950623058470748,0.5018954522738626,0.3968526386806599,0.16701970798600685,0.2155891054472769,0.06162868565717136,0.5572052973513241
1965,0.6131359503496513,0.5007655844155839,0.4439932017982008,0.12192550422577428,0.21387952047952047,0.05763536463536464,0.5798210289710289
1966,0.5264009007046764,0.5047228058936569,0.4801731838565018,0.11784597854580392,0.21674029468289527,0.05406713645099295,0.5776956438180654
1967,0.5423322508137793,0.4891990014977533,0.4413662656015981,0.12302258415876186,0.1913777333999006,0.05157848227658502,0.5455145282076889
1968,0.4929572126913585,0.4973220740740734,0.4568873777777784,0.12503021020246907,0.2150846913580251,0.0586267160493826,0.5630099259259255
1969,0.4460890553518332,0.4861697720515356,0.4903788206144695,0.1630086266947474,0.208033647175421,0.05422324083250745,0.5552239692765107
1970,0.4570200491323754,0.5052280614774418,0.4948168071393165,0.13006322303420925,0.2116305899851265,0.051204610808130865,0.5727270699058008
1971,0.4596606169382723,0.5019534320987652,0.4943090419753088,0.12543489128395055,0.2124160000000002,0.06005229629629636,0.5705116049382725
1972,0.4598840766633557,0.5211926514399199,0.5026282820258189,0.1177526647070504,0.20612135054617686,0.0536588877855015,0.5936718470705067
1973,0.4172574755244754,0.5127625374625377,0.5353908091908084,0.09998590310689308,0.19813466533466528,0.05651888111888121,0.5881032467532477
1974,0.4491533620723849,0.5183694100148734,0.5151857957362422,0.11658545185919678,0.21444308378780336,0.07427620228061461,0.5824325235498268
1975,0.4300696424492827,0.5226744186046516,0.5235905937654629,0.11067037422563067,0.2133311232063336,0.061662048490846125,0.5716751113310237
1976,0.3701217817330672,0.5285758964143422,0.5476755976095623,0.12441944108067735,0.24664805776892426,0.0623564741035856,0.5766630478087645
1977,0.34314404551724154,0.5335206896551744,0.5545842168915551,0.127443587626187,0.2262519240379813,0.06295467266366811,0.5827722138930537
1978,0.341063942622951,0.5389968703427725,0.5526574068554402,0.10338293813710872,0.21752354694485812,0.06496120218579239,0.5834242921013424
1979,0.30147009225499993,0.5635958000000006,0.5866963749999992,0.1164265940500001,0.2101602000000003,0.06761124999999996,0.6115307000000001
1980,0.293193448666666,0.5543614215686279,0.5945241960784312,0.12547379112254908,0.2040417647058824,0.05830681372549022,0.5956661274509808
1981,0.3058011381159426,0.5424464767616194,0.5972255947026484,0.1448817909245376,0.2254276361819089,0.05774227886056967,0.5835790604697654
1982,0.2968374443270192,0.5600552841475578,0.5842664900299099,0.10339917811565302,0.1988781655034894,0.06693205383848462,0.5815056829511468
1983,0.30961675236145825,0.5447401397903143,0.5908433849226165,0.1438080897603598,0.19821837244133814,0.06602301547678492,0.5689900649026455
1984,0.2940501435532238,0.5310491754122934,0.5823149575212405,0.1445584793403301,0.1919034482758621,0.0588677661169416,0.5505485307346327
1985,0.30974067043846504,0.5550731439960154,0.5953022670652727,0.118708717284504,0.1968498754359741,0.058597708021923225,0.5642019930244145
1986,0.2911183462170239,0.540183972125435,0.6110060228969632,0.1152362190990542,0.2112076655052264,0.06477356893977096,0.5488968143354926
1987,0.3357683852197809,0.5368667832167833,0.5615285014985016,0.1069401285664336,0.19764300699300733,0.057201648351648364,0.5340429570429558
1988,0.3243897419920115,0.538125611582627,0.5851814128806803,0.12520863862206702,0.21033764353469764,0.06661967049425854,0.5463433949076388
1989,0.317918985814187,0.5447028971028955,0.5781520529470522,0.11910863737262735,0.1982288211788213,0.06399530469530468,0.5436300199800204
1990,0.3430753494671315,0.5335102589641431,0.5657791633466145,0.13187388926792798,0.1888367031872508,0.0640801792828685,0.5257967131474102
1991,0.3453804541442726,0.5555509193776516,0.5542013908533706,0.13935816986798671,0.1883468646864688,0.07023847241867047,0.5599732673267316
1992,0.3343240367081679,0.5551345617529867,0.5748604033864543,0.10669441412848583,0.1968737051792836,0.07231484063745014,0.558718177290838
1993,0.3202810248411124,0.5697258192651433,0.5500387735849049,0.11179936308341623,0.19218560079443944,0.07687025819265146,0.5555585402184717
1994,0.3210457251708769,0.5497064883605771,0.5678848588410114,0.11799573040118852,0.1911326399207532,0.07520599306587432,0.5240133729569089
1995,0.3170510066266869,0.559848325837082,0.5678576361819088,0.1264724950174913,0.19876106946526773,0.0821737131434281,0.5298185907046475
1996,0.3095110248639287,0.5877860465116282,0.5798754329539842,0.10057722260762013,0.1998732310737262,0.08596828302820389,0.5607850074220692
1997,0.3127344482831768,0.5742233349778002,0.5967071189935861,0.110611746354218,0.20191425752343364,0.0897555994079921,0.545356092747903
1998,0.301000800791544,0.5806880039331366,0.5992130235988209,0.12648791344641092,0.1952516224188788,0.08889242871189754,0.5292852015732544
1999,0.28631272657831314,0.5815058313253012,0.6280656756626509,0.1134943609734941,0.20590289156626526,0.09354934939759038,0.5530626506024097
2000,0.2975681049914233,0.5954513722126922,0.6204027770154363,0.13114833425385916,0.21620566037735856,0.08906526586620928,0.5580119210977698
2001,0.26787248361875665,0.5918076452599391,0.6432772069317024,0.10196760482161056,0.19131488277268105,0.08450540265035693,0.5579819673802238
2002,0.296350836335767,0.5695844282238443,0.6301173294403897,0.10795437242822392,0.19977927007299245,0.08159031630170321,0.5349131873479325
2003,0.28478482835443075,0.5749298259493676,0.6500365743670894,0.1033465261392407,0.21105767405063292,0.09611360759493667,0.5318592563291136
2004,0.24912087636534835,0.5705564030131827,0.6722703389830512,0.10679746690207162,0.2148966101694917,0.09648757062146897,0.5318548022598871
2005,0.25364277388172857,0.5569814253222146,0.6621512767247911,0.16363312909021993,0.2167480439727069,0.0905500379075055,0.5233799848369974
2006,0.2813178898233992,0.5443527593818983,0.6571996247240621,0.1364570205739513,0.2071178807947022,0.07597027225901401,0.5182427520235471
2007,0.21894214912293813,0.5573230134932524,0.6903991829085471,0.13981841401049472,0.2127098950524736,0.08217653673163418,0.5168212143928033
2008,0.28555236821534785,0.5539464604402141,0.6718591401546687,0.12503442913741827,0.2330618679357528,0.074351754907793,0.5564787566924448
2009,0.2514905089109549,0.5660006406149897,0.6942454260089688,0.14797719423446498,0.2150809737347857,0.08919122357463173,0.5380169122357464
2010,0.2087165340744516,0.5996195818459972,0.6573552575216735,0.1734452869658336,0.2112652728199897,0.08014982151963279,0.5233964048954609
2011,0.2394998959514618,0.5769396580253717,0.657764424710424,0.210333463662438,0.19969128516271398,0.0808616105901821,0.4709559349145066
2012,0.21352074936702392,0.5588412455334344,0.6870636906584997,0.1928772152782033,0.22086636038795326,0.08543848902501287,0.4655762225625321
2013,0.18963156381388246,0.5938806636155596,0.6925949116323431,0.3123900455034322,0.21504317315026736,0.0852790999237224,0.4333096872616328
2014,0.2267618699422733,0.5861530639431619,0.6647777188277075,0.25998195137655405,0.22244977797513324,0.0976274422735346,0.4386810834813505
2015,0.29163995326956504,0.5604550000000001,0.5912785065217381,0.24428615511304355,0.19861113043478285,0.08257169565217387,0.4336967608695644
2016,0.2269436555427848,0.5815825457641538,0.6565469756492115,0.20333247282673486,0.22141668795232025,0.09723163048105588,0.432452452107279
2017,0.20741324314935086,0.5804751855287571,0.686391820083488,0.247068170125232,0.2315129870129873,0.09671651205936928,0.4363133812615951
2018,0.23383613501842265,0.6027309137803987,0.6595520928518803,0.22987447116801765,0.2310093588798825,0.12104473102431824,0.4265663338246128
2019,0.26134430419063964,0.6031014169171321,0.6297811296693853,0.22112332716616595,0.2185006869901247,0.10682005152425954,0.4578131902103912
2020,0.20230315157196035,0.6052853749417798,0.6742474103400076,0.249008080370284,0.2344148113646949,0.10062859804378202,0.4680300954820674
2021,0.3402533782663046,0.6524883695652172,0.5788958315217388,0.35676547204891323,0.16230940217391365,0.10855891304347873,0.45190820652173797
